DOI,Link,Abstract
"10.1504/IJBIDM.2015.069269","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929254183&doi=10.1504%2fIJBIDM.2015.069269&partnerID=40&md5=ba89392d8a7113fed6fb54469cfd5e59","The problems related to the management of information increase everyday in several contexts. This process needs of more and more effective and efficient knowledge management techniques. We chose as case study the issue of urban planning and design due to the cultural and scientific innovations, which led in recent years to a completely new interpretation of a city as a system of elements each other connected. In the idea that the urban phenomena are manly driven by the topological structure of the urban space, the science of complex networks is flourishing as a novel reference to include a quantitative modelling approach in territorial planning and design. The paper aim is to give a conceptual framework to integrate the knowledge of the elements composing the city, using an ontology to define, organise and manage them, with the functional potential of the urban space that connects them to each other, stressing the concept of topological structure in terms of configuration. The functional aspects revealed by the configurational analysis of the city-network will be improved and better contextualised by the implementation of an urban ontology-based model. The obtained ontologies are shared using system based on peer-to-peer (P2P) paradigm exposed by a web service. © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929250765&doi=10.1504%2fIJBIDM.2015.069271&partnerID=40&md5=6bcd809e5780fce0b32f68d736fc1018","Ortigia, the historic centre of Syracuse, is a complex urban entity characterised by high outer homogeneity and inner heterogeneity. The evolution of its real estate market during the last decade is somehow related to the global property market one. In addition its events are connected with the evolution of the exploiting policies still ongoing. The critical observations of its features aim at providing tools able to support the decisions about subsidies and local property taxes. This study continues the observations we have carried out for five years, this time involving clustering analysis, a data mining technique able to recognise different submarkets, and suitable to make the valuation pattern fit to the different market areas. For each of the latter significant characteristics have been recognised with reference to the 'monetary declination' of these particular capital assets. © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929238642&doi=10.1504%2fIJBIDM.2015.069268&partnerID=40&md5=5e27d55883e1945dcdf88b90e1814711","User behaviour can be extracted from the web pages accessed by the end user while browsing the internet. This extracted behaviour helps in providing recommendations to the end user. This paper presents mining of frequent itemsets and refinement of usage clusters for web page recommendation. The not so interesting recommendations obtained from a cluster are in abundance due to large number of sessions in a cluster. To solve such a problem we intend to refine clusters on the basis of weighted frequent itemsets that in turn help to generate improved quality refined clusters. After getting refined clusters, the same can be used for a number of applications such as personalisation on the basis of interests of the end user, improvement in website structure and improving the accuracy of a recommender system. The accuracy of a centroid-based recommender system is evaluated using original and refined clusters. © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928822667&doi=10.1504%2fIJBIDM.2015.069022&partnerID=40&md5=e5224e986a4219e86b96938b471f2f52","This paper describes an effective solution for recommending textual OLAP over data warehousing environments. The recommendation process is based on text semantics and query personalisation to improve the relevance of the retrieved results. In order to aggregate and recommend documents, we need a measure of semantic similarity. The first issue we addressed was the meaning of similarity between two concepts. For this, we used ontologies and the distance between terms over the ontology based on the least common ancestor. The second issue we dealt with was the meaning of similarity between two documents. For that, we calculated the statistical metric frequency. The purpose of query personalisation is to offer to the user an interactive way for obtaining relevant aggregation of documents based on adjustable parameters. We implemented the solution for multidimensional analysis over PubMed database. In the case study, we used the Medical Subject Headings provided by the US National Library of Medicine. At the end, we present the results of some experiments that show that good recommendations are possible. The results are discussed based on the evaluation metrics: precision, recall and F1-measure. Copyright © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928819187&doi=10.1504%2fIJBIDM.2015.069041&partnerID=40&md5=e230a6bd322b51bfb3f8d1ae96da5890","In the decision-making process of urban regeneration projects, the lack of transparency is one of the most frequent causes of the deceleration and the stopping of initiatives. In the present work, with reference to a multi-criteria model recently developed for the municipality of Rome (Italy), a solution to this issue has been proposed. Borrowing the formal logic of fuzzy systems, the possibility to assign a different importance to the parameters which explain the objectives of the redevelopment, to compare the projects submitted by different operators, as well as to make it clear the phase in which the public administration evaluates the priorities of the projects, has been introduced. A measure of the coherence of the projects submitted by private operators with the importance of the objectives of redevelopment set by the public administration has been computed. The result is a flexible structure of the algorithm developed, able to adapt to the specificities of the case study and to the changes that, over time, could arise in the evaluation mechanism of the decision maker. Copyright © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928796347&doi=10.1504%2fIJBIDM.2015.069040&partnerID=40&md5=1b2b93b00ddb79f6c0ef6eacf5de800a","The numerous concepts of socio-economic hardship are, furthermore, attributable to a traditional distinction between absolute and relative conditions of hardship. The options of scientific research were therefore oriented towards the establishment of a multi-dimensional approach, sometimes abandoning dichotomous logic in order to arrive at fuzzy classifications in which each unit belongs and, at the same time, does not belong, to a category. A multidimensional index that considers hardship as the overall condition of being disadvantaged and deprived seems the most appropriate in view of the socio-economic differential analysis of demographic phenomena. The approach used in this work to synthesise and measure the conditions of the hardship of a population is based on a clustering procedure (fuzzy c-means) aimed at outlining various not defined a priori profiles, which should be assigned to each family with different socio-economic behaviours. In comparison with conventional methods, this clustering method allows a set of data to belong not only to a main cluster but also to two or more clusters with 'fuzzy profiles'. Copyright © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928795334&doi=10.1504%2fIJBIDM.2015.069039&partnerID=40&md5=171e0457d1e2e768fb6ed645073fa5b8","Reasoning about spatio-temporal phenomena requires the adoption of common granularities that facilitate and enhance the comprehension of a particular phenomenon. In our day-to-day activities, spatial granules like state, province or country, and temporal granules like day, month or year, are used to index facts and to allow reasoning adopting the level of detail considered appropriate in a particular analytical context. In an era where huge amounts of spatio-temporal data are collected every day, it is crucial to model the spatio-temporal phenomena expressed in such data sets having in mind that different levels of detail can be useful in the analysis of such phenomena and that different levels of detail are related, for instance, through a spatial or temporal hierarchy. As the size and level of details of the data sets increase, the need to use multiple levels of detail that enhance our capability to achieve useful insights from data also increases. This paper presents a granularity theory devised to model spatio-temporal phenomena at different levels of detail. This granularity theory is more general than the existing granularities proposals. In fact, we relate those proposals with the presented granularity theory. Copyright © 2015 Inderscience Enterprises Ltd."
"10.1504/IJBIDM.2015.069038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928783786&doi=10.1504%2fIJBIDM.2015.069038&partnerID=40&md5=61470f9cbcef0847fe48408628745cf3","As far as the common problem of countries fiscal equalisation is concerned, the specific topic of equalisation of real estate tax is of considerable importance, especially if the real property tax base is a function of the cadastral income and, at the same time, in cases the cadastral income does not express the real market value of the asset. Such a circumstance - pending a cadastral reform which aligns the cadastral value of assets with the corresponding market values - political and economic instruments, as well as adequate estimation algorithms, should be arranged in order to correlate the tax on real estate with the relative market value of the asset. In this regard, it is proposed a model able to consider the effect of the prevalent intrinsic features of the asset on its market value. Among the variables considered, is taken into account the energy class of the asset, which is increasingly important for the legislator in matter of politics of energy saving of a country. The effectiveness of the model, which requires the definition of a value function according to the evaluation logic of typical values procedure, is tested through an application to an urban area on municipal scale. Copyright © 2015 Inderscience Enterprises Ltd."
"10.4018/ijban.2015010104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046286919&doi=10.4018%2fijban.2015010104&partnerID=40&md5=41090863b1d5883320169553d2e630be","This paper presents findings ofan online questionnaire survey on the perceivedimportance ofchartist/technical and fundamental analysis and the usage of Chartist Methods and Services and Valuation Techniques among stock brokers of Bombay Stock Exchange, India. Stock brokers rely more on fundamental analysis vis-à-vis technical analysis at longer forecasting horizons and rely more on technical analysis at shorter forecasting horizons. Among Chartist Methods and Services, Sentiment Indicators were most used and Chart Company or Analyst was least used by brokers. Among Valuation Techniques, Earnings Multiple Methods were most used and Dividend Discount Models were least used by brokers. Stock brokers’age correlates with usage of sentiment indicators and their gender correlates with the usage of computer graphics and services. Regarding the use of chartist / technical and fundamental analysis on seven forecasting horizons, four distinct forecasting styles among stock brokers could be identified through cluster analysis. Copyright © 2015, IGI Global."
"10.4018/ijban.2015010101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046259184&doi=10.4018%2fijban.2015010101&partnerID=40&md5=3518036ebba3c8a305ead9e004b0a8c3","This paper examines the Data Envelopment Analysis (DEA) methodology from a cognitive perspective. Specifically, it analyzes (a) the role of DEA scores as an overall efficiency measure and (b) to what extent the presence of DEA scores for a non-financial performance appraisal influences a posterior financial performance assessment. The study confirms that the efficiency score acts as a strong performance marker when deciding on which decision making units (DMUs) should be awarded for their non-financial performance. Furthermore, it shows that the results of the non-financial performance evaluation may act as an anchor which significantly influences a posterior financial assessment. These insights have practical consequences for planning, reporting, and controlling processes that incorporate DEA efficiency scores. © 2015,IGI Global."
"10.4018/ijban.2015010103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019370623&doi=10.4018%2fijban.2015010103&partnerID=40&md5=4566b289f806c59e651e4e3a6a6effc2","In order to meet the needs of different customer segments, manufacturers use multiple distribution channels. This paper will examine two of the most common types of multi-channel structures. Under Structure 1, a supply chain includes a manufacturer, its online store and its own retail store, like GAP’s business model. A profit maximization model is used to obtain optimal strategies in terms of optimal retail price and level of value-added services provided by manufacturer-owned retailer. Under Structure 2, a supply chain includes a manufacturer, its online store and an independent retail store, like Dell’s business model. Stackelberg game is applied to obtain the optimal retail price, wholesale price, and level of value-added services provided by an independent retailer. Furthermore, comparisons between these two business structures are discussed and managerial guidelines are proposed. Finally, numerical examples are provided and real business examples are discussed to illustrate and justify the theoretical results. © 2015,IGI Global."
"10.4018/ijban.2015010102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940109862&doi=10.4018%2fijban.2015010102&partnerID=40&md5=435f3a46425bbb2a0b67b13c674dddfc","Data clustering has found significant applications in various domains like bioinformatics, medical data, imaging, marketing study and crime analysis. There are several types of data clustering such as partitional, hierarchical, spectral, density-based, mixture-modeling to name a few. Among these, partitional clustering is well suited for most of the applications due to the less computational requirement. An analysis of various literatures available on partitional clustering will not only provide good knowledge, but will also lead to find the recent problems in partitional clustering domain. Accordingly, it is planned to do a comprehensive study with the literature of partitional data clustering techniques. In this paper, thirty three research articles have been taken for survey from the standard publishers from 2005 to 2013 under two different aspects namely the technical aspect and the application aspect. The technical aspect is further classified based on partitional clustering,constraint-basedpartitionalclusteringandevolutionaryprogramming-basedclusteringtechniques. Furthermore, an analysis is carried out, to find out the importance of the different approaches that can be adopted, so that any new development in partitional data clustering can be made easier to be carried out by researchers. © 2015,IGI Global."
"10.1089/big.2014.0068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991834377&doi=10.1089%2fbig.2014.0068&partnerID=40&md5=4e2fb27d19c5c0b2001c1a0d37d4dac3","More and more, the needs of data analysts are requiring the use of data outside the control of their own organizations. The increasing amount of data available on the Web, the new technologies for linking data across datasets, and the increasing need to integrate structured and unstructured data are all driving this trend. In this article, we provide a technical overview of the emerging ""broad data"" area, in which the variety of heterogeneous data being used, rather than the scale of the data being analyzed, is the limiting factor in data analysis efforts. The article explores some of the emerging themes in data discovery, data integration, linked data, and the combination of structured and unstructured data. © Mary Ann Liebert, Inc. 2014."
"10.1089/big.2014.0046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991810691&doi=10.1089%2fbig.2014.0046&partnerID=40&md5=6f27cf3f17df7e66ba5ef900bc952c58","Developed under the Intelligence Advanced Research Project Activity Open Source Indicators program, Early Model Based Event Recognition using Surrogates (EMBERS) is a large-scale big data analytics system for forecasting significant societal events, such as civil unrest events on the basis of continuous, automated analysis of large volumes of publicly available data. It has been operational since November 2012 and delivers approximately 50 predictions each day for countries of Latin America. EMBERS is built on a streaming, scalable, loosely coupled, shared-nothing architecture using ZeroMQ as its messaging backbone and JSON as its wire data format. It is deployed on Amazon Web Services using an entirely automated deployment process. We describe the architecture of the system, some of the design tradeoffs encountered during development, and specifics of the machine learning models underlying EMBERS. We also present a detailed prospective evaluation of EMBERS in forecasting significant societal events in the past 2 years. © Mary Ann Liebert, Inc. 2014."
"10.1089/big.2014.0044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991809186&doi=10.1089%2fbig.2014.0044&partnerID=40&md5=b2adfa5a734842d8de1c6f6b0e1c2717","Given a simple noun such as apple, and a question such as ""Is it edible?,"" what processes take place in the human brain? More specifically, given the stimulus, what are the interactions between (groups of) neurons (also known as functional connectivity) and how can we automatically infer those interactions, given measurements of the brain activity? Furthermore, how does this connectivity differ across different human subjects? In this work, we show that this problem, even though originating from the field of neuroscience, can benefit from big data techniques; we present a simple, novel good-enough brain model, or GeBM in short, and a novel algorithm Sparse-SysId, which are able to effectively model the dynamics of the neuron interactions and infer the functional connectivity. Moreover, GeBM is able to simulate basic psychological phenomena such as habituation and priming (whose definition we provide in the main text). We evaluate GeBM by using real brain data. GeBM produces brain activity patterns that are strikingly similar to the real ones, where the inferred functional connectivity is able to provide neuroscientific insights toward a better understanding of the way that neurons interact with each other, as well as detect regularities and outliers in multisubject brain activity measurements. © Mary Ann Liebert, Inc. 2014."
"10.1089/big.2014.0063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991806460&doi=10.1089%2fbig.2014.0063&partnerID=40&md5=0fe4c850e03e17466a989fa384a0bb38","Our society is increasingly relying on digitalized, aggregated opinions of individuals to make decisions (e.g., product recommendation based on collective ratings). One key requirement of harnessing this ""wisdom of crowd"" is the independency of individuals' opinions; yet, in real settings, collective opinions are rarely simple aggregations of independent minds. Recent experimental studies document that disclosing prior collective ratings distorts individuals' decision making as well as their perceptions of quality and value, highlighting a fundamental discrepancy between our perceived values from collective ratings and products' intrinsic values. Here we present a mechanistic framework to describe herding effects of prior collective ratings on subsequent individual decision making. Using large-scale longitudinal customer rating datasets, we find that our method successfully captures the dynamics of ratings growth, helping us separate social influence bias from inherent values. Leveraging the proposed framework, we quantitatively characterize the herding effects existing in product rating systems and promote strategies to untangle manipulations and social biases. © Mary Ann Liebert, Inc. 2014."
"10.1089/big.2014.1527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991776970&doi=10.1089%2fbig.2014.1527&partnerID=40&md5=23f267ecca0f4eb54fde9096998180f1",[No abstract available]
"10.1186/2196-1115-1-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018392571&doi=10.1186%2f2196-1115-1-3&partnerID=40&md5=13ad45f35baff725918c76600a48b704","This is a case study on an airline’s miles program resource optimization. The airline had a large miles loyalty program but was not taking advantage of recent data mining techniques. As an example, to predict whether in the coming month(s), a new passenger would become a privileged frequent flyer or not, a linear extrapolation of the miles earned during the past months was used. This information was then used in CRM interactions between the airline and the passenger. The correlation of extrapolation with whether a new user would attain a privileged miles status was 39% when one month of data was used to make a prediction. In contrast, when GBM and other blending techniques were used, a correlation of 70% was achieved. This corresponded to a prediction accuracy of 87% with less than 3% false positives. The accuracy reached 97% if three months of data instead of one were used. An application that ranks users according to their probability to become part of privileged miles-tier was proposed. The application performs real time allocation of limited resources such as available upgrades on a given flight. Moreover, the airline can assign now those resources to the passengers with the highest revenue potential thus increasing the perceived value of the program at no extra cost. © 2014, Berengueres and Efimov; licensee Springer."
"10.1186/2196-1115-1-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013428711&doi=10.1186%2f2196-1115-1-2&partnerID=40&md5=b57f853818da44f9d1c16a1ea7e3aac0","The amount of data produced within Health Informatics has grown to be quite vast, and analysis of this Big Data grants potentially limitless possibilities for knowledge to be gained. In addition, this information can improve the quality of healthcare offered to patients. However, there are a number of issues that arise when dealing with these vast quantities of data, especially how to analyze this data in a reliable manner. The basic goal of Health Informatics is to take in real world medical data from all levels of human existence to help advance our understanding of medicine and medical practice. This paper will present recent research using Big Data tools and approaches for the analysis of Health Informatics data gathered at multiple levels, including the molecular, tissue, patient, and population levels. In addition to gathering data at multiple levels, multiple levels of questions are addressed: human-scale biology, clinical-scale, and epidemic-scale. We will also analyze and examine possible future work for each of these areas, as well as how combining data from each level may provide the most promising approach to gain the most knowledge in Health Informatics. © 2014, Herland et al.; licensee Springer."
"10.1186/2196-1115-1-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009345922&doi=10.1186%2f2196-1115-1-1&partnerID=40&md5=081f84d61a3eb39c59b0579cf0e921ed","Technical Support call centres frequently receive several thousand customer queries on a daily basis. Traditionally, such organisations discard data related to customer enquiries within a relatively short period of time due to limited storage capacity. However, in recent years, the value of retaining and analysing this information has become clear, enabling call centres to identify customer patterns, improve first call resolution and maximise daily closure rates. This paper proposes a Proof of Concept (PoC) end to end solution that utilises the Hadoop programming model, extended ecosystem and the Mahout Big Data Analytics library for categorising similar support calls for large technical support data sets. The proposed solution is evaluated on a VMware technical support dataset. © 2014, Duque Barrachina and O' Driscoll; licensee Springer."
"10.1186/2196-1115-1-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976246180&doi=10.1186%2f2196-1115-1-6&partnerID=40&md5=9c6f50eb28a25ecb3fca5716a6a33a65","I describe a research agenda for data science based on a decade of research and operational work in data-intensive systems at NASA, the University of Southern California, and in the context of open source work at the Apache Software Foundation. My vision is predicated on understanding the architecture for grid computing; on flexible and automated approaches for selecting data movement technologies and on their use in data systems; on the recent emergence of cloud computing for processing and storage, and on the unobtrusive and automated integration of scientific algorithms into data systems. Advancements in each of these areas are a core need, and they will fundamentally improve our understanding of data science, and big data. This paper identifies and highlights my own personal experience and opinion growing into a data scientist. © 2014, Mattmann; licensee Springer."
"10.1186/2196-1115-1-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942770326&doi=10.1186%2f2196-1115-1-5&partnerID=40&md5=dc4e4c5929bdb9ee3bcc531b998bdd8b","With unlimited growth of real-world data size and increasing requirement of real-time processing, immediate processing of big stream data has become an urgent problem. In stream data, hidden patterns commonly evolve over time (i.e.,concept drift), where many dynamic learning strategies have been proposed, such as the incremental learning and ensemble learning. To the best of our knowledge, there is no work systematically compare these two methods. In this paper we conduct comparative study between theses two learning methods. We first introduce the concept of “concept drift”, and propose how to quantitatively measure it. Then, we recall the history of incremental learning and ensemble learning, introducing milestones of their developments. In experiments, we comprehensively compare and analyze their performances w.r.t. accuracy and time efficiency, under various concept drift scenarios. We conclude with several future possible research problems. © 2014, Zang et al.; licensee Springer."
"10.1186/2196-1115-1-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929172140&doi=10.1186%2f2196-1115-1-4&partnerID=40&md5=c3a71fa5cb57b91b0bc361617c6d16bb","GIS application hosts are becoming more and more complicated. Theses hosts’ management is becoming more time consuming and less reliabale decreases with the increase in complexity of GIS applications. The resource management of GIS applications is becoming increasingly important in order to deliver to the user the desired Quality of Service. Map systems often serve dynamic web workloads and involve multiple CPU- and I/O-intensive tiers, which makes it challenging to meet the response time targets of map requests while using the resources efficiently. This paper proposes a virtualized web map service system, v-TerraFly, and its autonomic resource management in order to address this challenge. Virtualization facilitates the deployment of web map services and improves their resource utilization through encapsulation and consolidation. Autonomic resource management allows resources to be automatically provisioned to a map service and its internal tiers on demand. Specifically, this paper proposes new techniques to predict the demand of map workloads online and optimize resource allocations considering both response time and data freshness as the QoS target. The proposed v-TerraFly system is prototyped on TerraFly, a production web map service, and evaluated using real TerraFly workloads. The results show that v-TerraFly can accurately predict the workload demands: 18.91% more accurate; and efficiently allocate resources to meet the QoS target: improves the QoS by 26.19% and saves resource usages by 20.83% compared to traditional peak-load-based resource allocation. © 2014, Lu et al.; licensee Springer."
"10.1057/jma.2014.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031498901&doi=10.1057%2fjma.2014.20&partnerID=40&md5=c86b3f6b1f126ff5823fd4df02b87b60","This article uses measures of centrality from social network theory to identify influential marketing scholars and their institutions, who can serve as potential change agents for the field. It also develops interactive visualizations of two networks, one of marketing scholars and another of their institutions. © 2014 Macmillan Publishers Ltd."
"10.1057/jma.2014.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031494796&doi=10.1057%2fjma.2014.17&partnerID=40&md5=fc8cda1014be9b9b7bd8428fa6c40cb6","How is culture manifested in the consumer behaviour of ethnic minorities? This article addresses this question using three ethnic groups: Indians living in Britain (people who are descended from or are migrants from India), British Whites and Asian Indians. The cross-cultural study assesses the extent to which Indians living in Britain draw upon Asian Indian and British White cultural values in the purchase of a brown good (any non-kitchenbased electrical product, such as a television). The sample used in the quantitative study includes respondents from each of these three groups. Adopting this design enables a clear view of how British White and Asian Indian culture values influence the consumer behaviour of Indians living in Britain. The article finds the consumer decision-making process of Indians living in Britain to have similarities with, and be influenced by, the cultural values of both Asian Indians and British Whites. The results suggest that cultural adaptation has occurred, the implications of which are explored. © 2014 Macmillan Publishers Ltd."
"10.1057/jma.2014.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028261598&doi=10.1057%2fjma.2014.18&partnerID=40&md5=b39102b326cb17b2e3672dd99dbf0f98","True-lift modeling, also known as uplift modeling, combines predictive modeling and experimental method to enable marketers to identify the characteristics of ‘true’ treatment responders separately from the characteristics of ‘baseline’ or control responders (that is, those who would have responded anyway). By concentrating truly ‘persuadable’ treatment targets in the top deciles, true-lift models achieve the same (or more) amount of response with fewer treatments (and lower treatment costs). The identified characteristics of the ‘persuadable’ population can then guide the hypotheses of future experiments and pinpoint the most responsive recipients for the treatment in future. This article explains the concept of true-lift modeling in detail, reviews existing methods, contrasts with the traditional approach, proposes new methods that can be implemented with most standard software, and recommendsmetrics for model assessment and comparison in true-lift modeling. Several new and existing methods are applied to three data sets from the financial services, online merchandise and retail industries. Built on the findings from our study and prior experience, we recommend some guidelines on usage of true-lift modeling methods. © 2014 Macmillan Publishers Ltd."
"10.1057/jma.2014.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024475778&doi=10.1057%2fjma.2014.16&partnerID=40&md5=cf3bd48694a30771d1c1d420666cfa6c","This article builds on the original Blattberg–Deighton (BD) model of customer equity to focus on short-term market share growth and long-term customer equity. We account for what we term the inertial segment – those consumers who will continue to purchase in the absence of retention spending – to explore ways to more optimally balance budget allocation between customer acquisition and retention. We demonstrate that previous focus on budget allocation with the single marketing objective of maximizing customer equity neglects the relevance of investment in acquisition. Our proposed model boosts customer equity and is achieved with a lower total budget. © 2014 Macmillan Publishers Ltd."
"10.2481/dsj.14-035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919930032&doi=10.2481%2fdsj.14-035&partnerID=40&md5=b22ea01d22974ca8a1c9fa4104a24e63","The associative classification method integrates association rule mining and classification. Constructing an efficient classifier with a small set of high quality rules is a highly important but indeed a challenging task. The lazy learning associative classification method successfully removes the need for a classifier but suffers from high computation costs. This paper proposes a Compact Highest Subset Confidence-Based Associative Classification scheme that generates compact subsets based on information gain and classifies the new samples without constructing classifiers. Experimental results show that the proposed system out performs both the traditional and the existing lazy learning associative classification methods."
"10.2481/dsj.14-030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919915510&doi=10.2481%2fdsj.14-030&partnerID=40&md5=90b3bec5370f7d07e3f03b537b5d38e7","Meta-analyses are studies that bring together data or results from multiple independent studies to produce new and over-arching findings. Current data curation systems only partially support meta-analytic research. Some important meta-analytic tasks, such as the selection of relevant studies for review and the integration of research datasets or findings, are not well supported in current data curation systems. To design tools and services that more fully support meta-analyses, we need a better understanding of meta-analytic research. This includes an understanding of both the practices of researchers who perform the analyses and the characteristics of the individual studies that are brought together. In this study, we make an initial contribution to filling this gap by developing a conceptual framework linking meta-analyses with data paths represented in published articles selected for the analysis. The framework focuses on key variables that represent primary/secondary datasets or derived socio-ecological data, contexts of use, and the data transformations that are applied. We introduce the notion of using variables and their relevant information (e.g., metadata and variable relationships) as a type of currency to facilitate synthesis of findings across individual studies and leverage larger bodies of relevant source data produced in small science research. Handling variables in this manner provides an equalizing factor between data from otherwise disparate data-producing communities. We conclude with implications for exploring data integration and synthesis issues as well as system development."
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910147156&partnerID=40&md5=2bc8a92b7f4b2e06b1dfb703fdcffef0","A high-dimensional feature selection having a very large number of features with an optimal feature subset is an NP-complete problem. Because conventional optimization techniques are unable to tackle large-scale feature selection problems, meta-heuristic algorithms are widely used. In this paper, we propose a particle swarm optimization technique while utilizing regression techniques for feature selection. We then use the selected features to classify the data. Classification accuracy is used as a criterion to evaluate classifier performance, and classification is accomplished through the use of k-nearest neighbour (KNN) and Bayesian techniques. Various high dimensional data sets are used to evaluate the usefulness of the proposed approach. Results show that our approach gives better results when compared with other conventional feature selection algorithms. © 2014, Committee on Data for Science and Technology. All rights reserved."
"10.2481/dsj.14-033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909999764&doi=10.2481%2fdsj.14-033&partnerID=40&md5=8b4c242bd5f63595e7f599b01ad1934c","The Semantic Web (Web 3.0) has been proposed as an efficient way to access the increasingly large amounts of data on the internet. The Linked Open Data Cloud project at present is the major effort to implement the concepts of the Seamtic Web, addressing the problems of inhomogeneity and large data volumes. RKBExplorer is one of many repositories implementing Open Data and contains considerable bibliographic information. This paper discusses bibliographic data, an important part of cloud data. Effective searching of bibiographic datasets can be a challenge as many of the papers residing in these databases do not have sufficient or comprehensive keyword information. In these cases however, a search engine based on RKBExplorer is only able to use information to retrieve papers based on author names and title of papers without keywords. In this paper we attempt to address this problem by using the data mining algorithm Association Rule Mining (ARM) to develop keywords based on features retrieved from Resource Description Framework (RDF) data within a bibliographic citation. We have demonstrate the applicability of this method for predicting missing keywords for bibliographic entries in several typical databases. © 2014, Committee on Data for Science and Technology. All rights reserved."
"10.2481/dsj.IFPDA-01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910145246&doi=10.2481%2fdsj.IFPDA-01&partnerID=40&md5=7d76be634918381f8d67c954a69a190f","The Polar Data Catalogue (PDC) is a growing Canadian archive and public access portal for Arctic and Antarctic research and monitoring data. In partnership with a variety' of Canadian and international multi-sector research programs, the PDC encompasses the natural, social, and health sciences. From its inception, the PDC has adopted international standards and best practices to provide a robust infrastructure for reliable security, storage, discoverability, and access to Canada's polar data and metadata. Current efforts focus on developing new partnerships and incentives for data archiving and sharing and on expanding connections to other data centres through metadata interoperability protocols. © 2014, Committee on Data for Science and Technology. All rights reserved."
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910121253&partnerID=40&md5=7932004227695b63be05230e33a2aa7c","Scientific data management is performed to ensure that data are curated in a manner that supports their qualified reuse. Curation usually involves actions that must be performed by those who capture or generate data and by a facility with the capability to sustainably archive and publish data beyond an individual project's lifecycle. The Australian Antarctic Data Centre is such a facility. How this centre is approaching the administration of Antarctic science data is described in the following paper and serves to demonstrate key facets necessary for undertaking polar data management in an increasingly connected global data environment. © 2014, Committee on Data for Science and Technology. All rights reserved."
"10.2481/dsj.IFPDA-04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910022147&doi=10.2481%2fdsj.IFPDA-04&partnerID=40&md5=ceb4d0067c14a8c02e0f609437fa2c3f","Data generated by environmental research in Antarctica are essential in evaluating how its biodiversity and environment are affected by global-scale changes triggered by ever-increasing human activities. In this work, we describe BrAntIS, the Brazilian Information System on Antarctic Environmental Research, which enables the acquiring, storing, and querying of research data generated by the Brazilian National Institute for Science and Technology on Antarctic Environmental Research. BrAntIS' data model reflects data acquisition and analysis conducted by scientists and organized around field expeditions. We describe future functionalities, such as the use of linked data techniques and support for scientific workflows."
